Participant,Device,Method,Size,Offset,aligned(Offset) for Device,aligned(Offset) for Method,aligned(Offset) for Device*Method,aligned(Offset) for Size,aligned(Offset) for Device*Size,aligned(Offset) for Method*Size,aligned(Offset) for Device*Method*Size,ART(Offset) for Device,ART(Offset) for Method,ART(Offset) for Device*Method,ART(Offset) for Size,ART(Offset) for Device*Size,ART(Offset) for Method*Size,ART(Offset) for Device*Method*Size
P1,Normal,Normal,Quarter,0.1226,0.0087832059936853489629668394,-0.0037359657936510122446206573,-0.0101684309485614936693572631,-0.0270020819461011029887222907,-0.0195380290818256886395413440,-0.0132477261284550745348150923,-0.0045212623597132316698688851,815,730,675,538,589,651,714
P1,Normal,Normal,Quarter,0.1955,0.0816832059936853489629668394,0.0691640342063489877553793427,0.0627315690514385063306427369,0.0458979180538988970112777093,0.0533619709181743113604586560,0.0596522738715449254651849077,0.0683787376402867683301311149,1027,1011,990,952,975,985,1008
P1,Normal,Normal,Quarter,0.0913,-0.0225167940063146510370331606,-0.0350359657936510122446206573,-0.0414684309485614936693572631,-0.0583020819461011029887222907,-0.0508380290818256886395413440,-0.0445477261284550745348150923,-0.0358212623597132316698688851,602,462,387,291,343,361,445
P1,Normal,Normal,Quarter,0.0682,-0.0456167940063146510370331606,-0.0581359657936510122446206573,-0.0645684309485614936693572631,-0.0814020819461011029887222907,-0.0739380290818256886395413440,-0.0676477261284550745348150923,-0.0589212623597132316698688851,419.5,276.5,253.5,156.5,188.5,232.5,276.5
P1,Normal,Normal,Quarter,0.0765,-0.0373167940063146510370331606,-0.0498359657936510122446206573,-0.0562684309485614936693572631,-0.0731020819461011029887222907,-0.0656380290818256886395413440,-0.0593477261284550745348150923,-0.0506212623597132316698688851,491,323,293,201,242,274,330
P1,Normal,Normal,Quarter,0.0985,-0.0153167940063146510370331606,-0.0278359657936510122446206573,-0.0342684309485614936693572631,-0.0511020819461011029887222907,-0.0436380290818256886395413440,-0.0373477261284550745348150923,-0.0286212623597132316698688851,662,520,459,333,404,427,514
P1,Normal,Normal,Quarter,0.1147,0.0008832059936853489629668394,-0.0116359657936510122446206573,-0.0180684309485614936693572631,-0.0349020819461011029887222907,-0.0274380290818256886395413440,-0.0211477261284550745348150923,-0.0124212623597132316698688851,766,663,593,468,530,577,659
P2,Normal,Normal,Half,0.1035,-0.0136740886017535763728657129,-0.0261932603890899375804532096,-0.0326257255440004190051898154,-0.0381119870010161726053556190,-0.0443748509213547446894195438,-0.0315575056897309495570924228,-0.0367366396903100069885776834,674,543,480,449,393,490,439
P2,Normal,Normal,Half,0.113,-0.0041740886017535763728657129,-0.0166932603890899375804532096,-0.0231257255440004190051898154,-0.0286119870010161726053556190,-0.0348748509213547446894195438,-0.0220575056897309495570924228,-0.0272366396903100069885776834,739,621,561,524,461,570,523
P2,Normal,Normal,Half,0.2553,0.1381259113982464236271342871,0.1256067396109100624195467904,0.1191742744559995809948101846,0.1136880129989838273946443810,0.1074251490786452553105804562,0.1202424943102690504429075772,0.1150633603096899930114223166,1103,1101,1094,1090,1083,1094,1089
P2,Normal,Normal,Half,0.0838,-0.0333740886017535763728657129,-0.0458932603890899375804532096,-0.0523257255440004190051898154,-0.0578119870010161726053556190,-0.0640748509213547446894195438,-0.0512575056897309495570924228,-0.0564366396903100069885776834,526,358,331,293,259,327,287
P2,Normal,Normal,Half,0.0492,-0.0679740886017535763728657129,-0.0804932603890899375804532096,-0.0869257255440004190051898154,-0.0924119870010161726053556190,-0.0986748509213547446894195438,-0.0858575056897309495570924228,-0.0910366396903100069885776834,220,146,122,108,84,128,108
P2,Normal,Normal,Half,0.0292,-0.0879740886017535763728657129,-0.1004932603890899375804532096,-0.1069257255440004190051898154,-0.1124119870010161726053556190,-0.1186748509213547446894195438,-0.1058575056897309495570924228,-0.1110366396903100069885776834,114,79,60,48,31,62,54
P2,Normal,Normal,Half,0.0496,-0.0675740886017535763728657129,-0.0800932603890899375804532096,-0.0865257255440004190051898154,-0.0920119870010161726053556190,-0.0982748509213547446894195438,-0.0854575056897309495570924228,-0.0906366396903100069885776834,223,149,126,111,87,130,109
P2,Normal,Normal,Half,0.0692,-0.0479740886017535763728657129,-0.0604932603890899375804532096,-0.0669257255440004190051898154,-0.0724119870010161726053556190,-0.0786748509213547446894195438,-0.0658575056897309495570924228,-0.0710366396903100069885776834,397,260,236,205,172,240,204
P2,Normal,Normal,Half,0.0141,-0.1030740886017535763728657129,-0.1155932603890899375804532096,-0.1220257255440004190051898154,-0.1275119870010161726053556190,-0.1337748509213547446894195438,-0.1209575056897309495570924228,-0.1261366396903100069885776834,48,51,36,16,14,35,32
P2,Normal,Normal,ThreeQuarters,0.0979,-0.0594855295417659449566628681,-0.0720047013291023061642503648,-0.0784371664840127875889869706,-0.0612399576517270498416256211,-0.0642141809580315744202618749,-0.0813618830656361816721507941,-0.0869992844470541736577984445,284,190,162,271,257,144,120
P2,Normal,Normal,ThreeQuarters,0.0493,-0.1080855295417659449566628681,-0.1206047013291023061642503648,-0.1270371664840127875889869706,-0.1098399576517270498416256211,-0.1128141809580315744202618749,-0.1299618830656361816721507941,-0.1355992844470541736577984445,42,45,29,54,43,26,19
P2,Normal,Normal,ThreeQuarters,0.0981,-0.0592855295417659449566628681,-0.0718047013291023061642503648,-0.0782371664840127875889869706,-0.0610399576517270498416256211,-0.0640141809580315744202618749,-0.0811618830656361816721507941,-0.0867992844470541736577984445,287,192,165,273,260,145,121
P2,Normal,Normal,ThreeQuarters,0.0816,-0.0757855295417659449566628681,-0.0883047013291023061642503648,-0.0947371664840127875889869706,-0.0775399576517270498416256211,-0.0805141809580315744202618749,-0.0976618830656361816721507941,-0.1032992844470541736577984445,166,103,86,176,158,79,71
P2,Normal,Normal,ThreeQuarters,0.0317,-0.1256855295417659449566628681,-0.1382047013291023061642503648,-0.1446371664840127875889869706,-0.1274399576517270498416256211,-0.1304141809580315744202618749,-0.1475618830656361816721507941,-0.1531992844470541736577984445,12,16,10,17,16,10,8
P2,Normal,Normal,ThreeQuarters,0.0205,-0.1368855295417659449566628681,-0.1494047013291023061642503648,-0.1558371664840127875889869706,-0.1386399576517270498416256211,-0.1416141809580315744202618749,-0.1587618830656361816721507941,-0.1643992844470541736577984445,5,7,6,9,9,5,5
P2,Normal,Normal,ThreeQuarters,0.1137,-0.0436855295417659449566628681,-0.0562047013291023061642503648,-0.0626371664840127875889869706,-0.0454399576517270498416256211,-0.0484141809580315744202618749,-0.0655618830656361816721507941,-0.0711992844470541736577984445,431,289,261,382,365,244,200
P2,Normal,Normal,ThreeQuarters,0.0919,-0.0654855295417659449566628681,-0.0780047013291023061642503648,-0.0844371664840127875889869706,-0.0672399576517270498416256211,-0.0702141809580315744202618749,-0.0873618830656361816721507941,-0.0929992844470541736577984445,232,158,132,241,216,120,100
P2,Normal,Normal,ThreeQuarters,0.0975,-0.0598855295417659449566628681,-0.0724047013291023061642503648,-0.0788371664840127875889869706,-0.0616399576517270498416256211,-0.0646141809580315744202618749,-0.0817618830656361816721507941,-0.0873992844470541736577984445,278,186,160,270,252,141,118
P2,Normal,Normal,Quarter,0.1012,-0.0126167940063146510370331606,-0.0251359657936510122446206573,-0.0315684309485614936693572631,-0.0484020819461011029887222907,-0.0409380290818256886395413440,-0.0346477261284550745348150923,-0.0259212623597132316698688851,687,556,495,360,430,460,529
P2,Normal,Normal,Quarter,0.0599,-0.0539167940063146510370331606,-0.0664359657936510122446206573,-0.0728684309485614936693572631,-0.0897020819461011029887222907,-0.0822380290818256886395413440,-0.0759477261284550745348150923,-0.0672212623597132316698688851,340,219,195,123,154,170,225
P2,Normal,Normal,Quarter,0.0461,-0.0677167940063146510370331606,-0.0802359657936510122446206573,-0.0866684309485614936693572631,-0.1035020819461011029887222907,-0.0960380290818256886395413440,-0.0897477261284550745348150923,-0.0810212623597132316698688851,221,147,124,65,96,106,147
P2,Normal,Normal,Quarter,0.1308,0.0169832059936853489629668394,0.0044640342063489877553793427,-0.0019684309485614936693572631,-0.0188020819461011029887222907,-0.0113380290818256886395413440,-0.0050477261284550745348150923,0.0036787376402867683301311149,853,782,726,613,657,710,774
P2,Normal,Normal,Quarter,0.0376,-0.0762167940063146510370331606,-0.0887359657936510122446206573,-0.0951684309485614936693572631,-0.1120020819461011029887222907,-0.1045380290818256886395413440,-0.0982477261284550745348150923,-0.0895212623597132316698688851,164,100,85,50,70,78,114
P2,Normal,Normal,Quarter,0.0447,-0.0691167940063146510370331606,-0.0816359657936510122446206573,-0.0880684309485614936693572631,-0.1049020819461011029887222907,-0.0974380290818256886395413440,-0.0911477261284550745348150923,-0.0824212623597132316698688851,212,136,116,62,90,99,138
P2,Normal,Normal,Quarter,0.0682,-0.0456167940063146510370331606,-0.0581359657936510122446206573,-0.0645684309485614936693572631,-0.0814020819461011029887222907,-0.0739380290818256886395413440,-0.0676477261284550745348150923,-0.0589212623597132316698688851,419.5,276.5,253.5,156.5,188.5,232.5,276.5
P2,Normal,Normal,Quarter,0.1161,0.0022832059936853489629668394,-0.0102359657936510122446206573,-0.0166684309485614936693572631,-0.0335020819461011029887222907,-0.0260380290818256886395413440,-0.0197477261284550745348150923,-0.0110212623597132316698688851,776,678,608,482,542,592,672
P2,Normal,Normal,Quarter,0.0542,-0.0596167940063146510370331606,-0.0721359657936510122446206573,-0.0785684309485614936693572631,-0.0954020819461011029887222907,-0.0879380290818256886395413440,-0.0816477261284550745348150923,-0.0729212623597132316698688851,283,188,161,93,119,142,186
P2,Normal,Clipped,Quarter,0.1058,0.0256046992770343024150130750,-0.0031919871301850997282469363,0.0021889875916525662718556120,-0.0101805886627521495366760551,-0.0027165357984767351874951084,0.0054468271344254038186259893,-0.0024527329762268221247578560,893,736,759,683,721,784,733
P2,Normal,Clipped,Quarter,0.0671,-0.0130953007229656975849869250,-0.0418919871301850997282469363,-0.0365110124083474337281443880,-0.0488805886627521495366760551,-0.0414165357984767351874951084,-0.0332531728655745961813740107,-0.0411527329762268221247578560,681.5,405.5,435.5,354.5,424.5,475.5,393.5
P2,Normal,Clipped,Quarter,0.1135,0.0333046992770343024150130750,0.0045080128698149002717530637,0.0098889875916525662718556120,-0.0024805886627521495366760551,0.0049834642015232648125048916,0.0131468271344254038186259893,0.0052472670237731778752421440,920,783,806,731,769,822,780
P2,Normal,Clipped,Quarter,0.0631,-0.0170953007229656975849869250,-0.0458919871301850997282469363,-0.0405110124083474337281443880,-0.0528805886627521495366760551,-0.0454165357984767351874951084,-0.0372531728655745961813740107,-0.0451527329762268221247578560,644,359,398,320,388,428,363
P2,Normal,Clipped,Quarter,0.1085,0.0283046992770343024150130750,-0.0004919871301850997282469363,0.0048889875916525662718556120,-0.0074805886627521495366760551,-0.0000165357984767351874951084,0.0081468271344254038186259893,0.0002472670237731778752421440,899,753,773,700,736,799,753
P2,Normal,Clipped,Quarter,0.0349,-0.0452953007229656975849869250,-0.0740919871301850997282469363,-0.0687110124083474337281443880,-0.0810805886627521495366760551,-0.0736165357984767351874951084,-0.0654531728655745961813740107,-0.0733527329762268221247578560,424,181,225,159,191,246,184
P2,Normal,Clipped,Quarter,0.0383,-0.0418953007229656975849869250,-0.0706919871301850997282469363,-0.0653110124083474337281443880,-0.0776805886627521495366760551,-0.0702165357984767351874951084,-0.0620531728655745961813740107,-0.0699527329762268221247578560,447,200,247,173,215,257,215
P2,Normal,Clipped,Quarter,0.0716,-0.0085953007229656975849869250,-0.0373919871301850997282469363,-0.0320110124083474337281443880,-0.0443805886627521495366760551,-0.0369165357984767351874951084,-0.0287531728655745961813740107,-0.0366527329762268221247578560,714,434,490,394,452,517,440
P2,Normal,Clipped,Quarter,0.0629,-0.0172953007229656975849869250,-0.0460919871301850997282469363,-0.0407110124083474337281443880,-0.0530805886627521495366760551,-0.0456165357984767351874951084,-0.0374531728655745961813740107,-0.0453527329762268221247578560,641,355,395,319,386,426,360
P2,tPad,Clipped,ThreeQuarters,0.1346,0.0191843579620229366422259824,0.0322819185937206241774769694,0.0436559859533209787016893616,0.0593241768909789214357742277,0.0221338053325233366274515427,0.0415328681975879062614882522,0.0382289908487511055165558187,864,904,948,982,864,941,927
P2,tPad,Clipped,ThreeQuarters,0.0904,-0.0250156420379770633577740176,-0.0119180814062793758225230306,-0.0005440140466790212983106384,0.0151241768909789214357742277,-0.0220661946674766633725484573,-0.0026671318024120937385117478,-0.0059710091512488944834441813,582,661,739,840,568,724,702
P2,tPad,Clipped,ThreeQuarters,0.057,-0.0584156420379770633577740176,-0.0453180814062793758225230306,-0.0339440140466790212983106384,-0.0182758231090210785642257723,-0.0554661946674766633725484573,-0.0360671318024120937385117478,-0.0393710091512488944834441813,295,367,462,617,313,441,409
P2,tPad,Clipped,ThreeQuarters,0.0402,-0.0752156420379770633577740176,-0.0621180814062793758225230306,-0.0507440140466790212983106384,-0.0350758231090210785642257723,-0.0722661946674766633725484573,-0.0528671318024120937385117478,-0.0561710091512488944834441813,170,249,340,466,201,318,291
P2,tPad,Clipped,ThreeQuarters,0.0538,-0.0616156420379770633577740176,-0.0485180814062793758225230306,-0.0371440140466790212983106384,-0.0214758231090210785642257723,-0.0586661946674766633725484573,-0.0392671318024120937385117478,-0.0425710091512488944834441813,264,338,427,588,292,409,385
P2,tPad,Clipped,ThreeQuarters,0.0899,-0.0255156420379770633577740176,-0.0124180814062793758225230306,-0.0010440140466790212983106384,0.0146241768909789214357742277,-0.0225661946674766633725484573,-0.0031671318024120937385117478,-0.0064710091512488944834441813,577,657,734,836,565,721,699
P2,tPad,Clipped,ThreeQuarters,0.018,-0.0974156420379770633577740176,-0.0843180814062793758225230306,-0.0729440140466790212983106384,-0.0572758231090210785642257723,-0.0944661946674766633725484573,-0.0750671318024120937385117478,-0.0783710091512488944834441813,64,120,193,296,99,178,161
P2,tPad,Clipped,ThreeQuarters,0.0806,-0.0348156420379770633577740176,-0.0217180814062793758225230306,-0.0103440140466790212983106384,0.0053241768909789214357742277,-0.0318661946674766633725484573,-0.0124671318024120937385117478,-0.0157710091512488944834441813,515,593,672,787,490,661,632
P2,tPad,Clipped,ThreeQuarters,0.0576,-0.0578156420379770633577740176,-0.0447180814062793758225230306,-0.0333440140466790212983106384,-0.0176758231090210785642257723,-0.0548661946674766633725484573,-0.0354671318024120937385117478,-0.0387710091512488944834441813,303,373,468,622,319,448,419
P2,Normal,Clipped,Half,0.0907,-0.0037306542583192329385222786,-0.0325273406655386350817822899,-0.0271463659437009690816797416,-0.0281685526575818291710121847,-0.0344314165779204012550761095,-0.0280296796656504940613110476,-0.0223794420079381846035097492,742,487,529,526,465,522,570
P2,Normal,Clipped,Half,0.0516,-0.0428306542583192329385222786,-0.0716273406655386350817822899,-0.0662463659437009690816797416,-0.0672685526575818291710121847,-0.0735314165779204012550761095,-0.0671296796656504940613110476,-0.0614794420079381846035097492,438,195,239,240,193,236,258
P2,Normal,Clipped,Half,0.0746,-0.0198306542583192329385222786,-0.0486273406655386350817822899,-0.0432463659437009690816797416,-0.0442685526575818291710121847,-0.0505314165779204012550761095,-0.0441296796656504940613110476,-0.0384794420079381846035097492,623,335,378,397,348,365,425
P2,Normal,Clipped,Half,0.0278,-0.0666306542583192329385222786,-0.0954273406655386350817822899,-0.0900463659437009690816797416,-0.0910685526575818291710121847,-0.0973314165779204012550761095,-0.0909296796656504940613110476,-0.0852794420079381846035097492,226,88,106,113,91,102,125
