Participant,Method,AppsNumber,Distance,Rechecks,aligned(Rechecks) for Method,aligned(Rechecks) for AppsNumber,aligned(Rechecks) for Method*AppsNumber,aligned(Rechecks) for Distance,aligned(Rechecks) for Method*Distance,aligned(Rechecks) for AppsNumber*Distance,aligned(Rechecks) for Method*AppsNumber*Distance,ART(Rechecks) for Method,ART(Rechecks) for AppsNumber,ART(Rechecks) for Method*AppsNumber,ART(Rechecks) for Distance,ART(Rechecks) for Method*Distance,ART(Rechecks) for AppsNumber*Distance,ART(Rechecks) for Method*AppsNumber*Distance
P2,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P2,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P2,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P2,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P2,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P2,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P2,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P2,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P2,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P2,TapNFlip,3,2,9,8.148738198983297022512708787,8.078907952069716775599128540,8.070420297748729121278140886,7.933104811973098418111205835,8.014791945002811691445000197,7.981846565017827402055048369,8.060452756437635037408353443,2589,2589,2589,2589,2589,2590,2590
P2,TapNFlip,3,0,2,1.3814747718733225979602791197,1.3116445249597423510466988728,1.3031568706387546967257112184,1.1907345396037108665143906172,1.1950500694240427759822400975,1.1766928018330976109672986457,1.1259283862405980218983894802,2432,2434,2432,2432,2441,2429,2433
P2,TapNFlip,3,2,3,2.1487381989832970225127087872,2.0789079520697167755991285403,2.0704202977487291212781408859,1.9331048119730984181112058350,2.0147919450028116914450001966,1.9818465650178274020550483689,2.0604527564376350374083534426,2510.5,2512.5,2508.5,2510.5,2511.5,2514.5,2514.5
P2,TapNFlip,3,1,0,-0.4859866587017124651533253684,-0.5558169056152927120669056153,-0.5643045599362803663878932697,-0.7114698719300237326802791699,-0.7657944507644064886316625722,-0.7157231447715928886258080712,-0.7209910271576328040407448104,188.5,355.5,355.5,235.5,235.5,215.5,261.5
P2,TapNFlip,3,2,1,0.1487381989832970225127087872,0.0789079520697167755991285403,0.0704202977487291212781408859,-0.0668951880269015818887941650,0.0147919450028116914450001966,-0.0181534349821725979449516311,0.0604527564376350374083534426,2037,1982,1794,1721,2060,1960,2080
P2,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
P2,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P2,TapNFlip,3,2,1,0.1487381989832970225127087872,0.0789079520697167755991285403,0.0704202977487291212781408859,-0.0668951880269015818887941650,0.0147919450028116914450001966,-0.0181534349821725979449516311,0.0604527564376350374083534426,2037,1982,1794,1721,2060,1960,2080
P2,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
P2,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P2,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P2,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P2,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
P2,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
P2,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P2,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P2,TapNFlip,3,2,2,1.1487381989832970225127087872,1.0789079520697167755991285403,1.0704202977487291212781408859,0.9331048119730984181112058350,1.0147919450028116914450001966,0.9818465650178274020550483689,1.0604527564376350374083534426,2406.5,2411.5,2405.5,2396.5,2410.5,2415.5,2415.5
P2,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
P2,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P2,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P2,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P2,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P2,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P2,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P2,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P2,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P2,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P2,TapNFlip,2,1,2,1.6306386514719848053181386515,1.4543269230769230769230769231,1.4458392687559354226020892688,1.4051554382436735377911848500,1.3508308594092907818398014477,1.4198841504488277760693523116,1.4729899507586067646985217896,2464.5,2464.5,2459.5,2456.5,2454.5,2456.5,2462.5
P2,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P2,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P2,TapNFlip,2,2,0,-0.3269210302256279267773520647,-0.5032327586206896551724137931,-0.5117204129416773094934014474,-0.5425544172358265311788550169,-0.4608672842061132578450606553,-0.5664573963018490754622688656,-0.6539395484886504714014272119,1252,510,510,415,415,415,318
P2,TapNFlip,2,2,0,-0.3269210302256279267773520647,-0.5032327586206896551724137931,-0.5117204129416773094934014474,-0.5425544172358265311788550169,-0.4608672842061132578450606553,-0.5664573963018490754622688656,-0.6539395484886504714014272119,1252,510,510,415,415,415,318
P2,TapNFlip,2,1,2,1.6306386514719848053181386515,1.4543269230769230769230769231,1.4458392687559354226020892688,1.4051554382436735377911848500,1.3508308594092907818398014477,1.4198841504488277760693523116,1.4729899507586067646985217896,2464.5,2464.5,2459.5,2456.5,2454.5,2456.5,2462.5
