Participant,Method,AppsNumber,Distance,NrErrors,aligned(NrErrors) for Method,aligned(NrErrors) for AppsNumber,aligned(NrErrors) for Method*AppsNumber,aligned(NrErrors) for Distance,aligned(NrErrors) for Method*Distance,aligned(NrErrors) for AppsNumber*Distance,aligned(NrErrors) for Method*AppsNumber*Distance,ART(NrErrors) for Method,ART(NrErrors) for AppsNumber,ART(NrErrors) for Method*AppsNumber,ART(NrErrors) for Distance,ART(NrErrors) for Method*Distance,ART(NrErrors) for AppsNumber*Distance,ART(NrErrors) for Method*AppsNumber*Distance
P2,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P2,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P2,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P2,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P2,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P2,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P2,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P2,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P2,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P2,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P2,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P2,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P2,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P2,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P2,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P2,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P2,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P2,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P2,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P2,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,0,1,0.9771274250440917107583774251,0.9705687830687830687830687831,0.9628527336860670194003527337,0.9687020584364076950567889613,0.9733748528434021354776792544,0.9627098305314514220560594949,0.9814566444321249907957156758,2574.5,2574.5,2569.5,2574.5,2575.5,2569.5,2580.5
P2,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P2,Flipping,1,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,-0.0054012345679012345679012346,-0.0064023675574308485700890764,-0.0078496295377035014662217443,0.0022850330097684320552135451,-0.0065515544331526005374212429,2519,2092,1311,1368,1453,2071.5,1498
P2,Flipping,1,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,-0.0054012345679012345679012346,-0.0064023675574308485700890764,-0.0078496295377035014662217443,0.0022850330097684320552135451,-0.0065515544331526005374212429,2519,2092,1311,1368,1453,2071.5,1498
P2,Flipping,1,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,-0.0054012345679012345679012346,-0.0064023675574308485700890764,-0.0078496295377035014662217443,0.0022850330097684320552135451,-0.0065515544331526005374212429,2519,2092,1311,1368,1453,2071.5,1498
P2,Flipping,1,2,0,-0.0077932098765432098765432099,-0.0143518518518518518518518519,-0.0220679012345679012345679013,-0.0163546698872785829307568439,-0.0135836017176596886741814278,-0.0168734445908358951837212706,-0.0217068023227443517298589763,1673,1031,662,817,1145,914,785
P2,Flipping,1,2,0,-0.0077932098765432098765432099,-0.0143518518518518518518518519,-0.0220679012345679012345679013,-0.0163546698872785829307568439,-0.0135836017176596886741814278,-0.0168734445908358951837212706,-0.0217068023227443517298589763,1673,1031,662,817,1145,914,785
P2,Flipping,1,2,0,-0.0077932098765432098765432099,-0.0143518518518518518518518519,-0.0220679012345679012345679013,-0.0163546698872785829307568439,-0.0135836017176596886741814278,-0.0168734445908358951837212706,-0.0217068023227443517298589763,1673,1031,662,817,1145,914,785
P2,Flipping,1,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,-0.0054012345679012345679012346,-0.0064023675574308485700890764,-0.0078496295377035014662217443,0.0022850330097684320552135451,-0.0065515544331526005374212429,2519,2092,1311,1368,1453,2071.5,1498
P2,Flipping,1,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,-0.0054012345679012345679012346,-0.0064023675574308485700890764,-0.0078496295377035014662217443,0.0022850330097684320552135451,-0.0065515544331526005374212429,2519,2092,1311,1368,1453,2071.5,1498
P2,Flipping,1,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,-0.0054012345679012345679012346,-0.0064023675574308485700890764,-0.0078496295377035014662217443,0.0022850330097684320552135451,-0.0065515544331526005374212429,2519,2092,1311,1368,1453,2071.5,1498
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P2,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P2,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P2,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P2,Flipping,3,1,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0278880070546737213403880070,-0.0263779657162010103186573775,-0.0349095122379436104926301004,-0.0355628836987147946386413556,-0.0261655113630136004230870394,475,475,427.5,547.5,212.5,358.5,499.5
P2,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P2,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P2,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P2,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P2,Flipping,3,1,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0278880070546737213403880070,-0.0263779657162010103186573775,-0.0349095122379436104926301004,-0.0355628836987147946386413556,-0.0261655113630136004230870394,475,475,427.5,547.5,212.5,358.5,499.5
P2,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P2,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
